Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantimaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_18	InflictCount	Healing	Target
435	Discharge	5	435	True	12	4	2	80	100	15	0	0	0	1	30	1	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
436	Lava Plume	5	436	True	9	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
437	Leaf Storm	5	437	True	11	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	254	0	0	100	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
438	Power Whip	5	438	True	11	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
439	Rock Wrecker	5	439	True	5	0	1	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
440	Cross Poison	5	440	True	3	4	1	70	100	20	0	0	0	5	10	1	0	0	1	0	209	0	0	0	0	0	0	0	0	0	0	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
441	Gunk Shot	5	441	True	3	4	1	120	80	5	0	0	0	5	30	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	95	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
442	Iron Head	5	442	True	8	0	1	80	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
443	Magnet Bomb	5	443	False	8	0	1	60	101	20	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
444	Stone Edge	5	444	True	5	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
445	Captivate	5	445	False	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	265	0	0	5	3	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
446	Stealth Rock	5	446	True	5	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	266	0	0	11	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideOpponent
447	Grass Knot	5	447	True	11	0	2	1	100	20	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
448	Chatter	5	448	False	2	4	2	65	100	20	0	0	0	6	100	2	2	5	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	True	False	False	True	False	True	False	False	False	False	TurnCountSwitch	None	AnyExceptSelf
449	Judgment	5	449	False	0	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
450	Bug Bite	5	450	True	6	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
451	Charge Beam	5	451	True	12	7	2	50	90	10	0	0	0	0	0	0	0	0	0	0	276	0	0	0	3	0	0	1	0	0	70	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
452	Wood Hammer	5	452	True	11	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	198	223	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
453	Aqua Jet	5	453	True	10	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
454	Attack Order	5	454	True	6	0	1	90	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
455	Defend Order	5	455	True	6	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	206	0	0	7	2	4	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
456	Heal Order	5	456	False	6	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
457	Head Smash	5	457	True	5	0	1	150	80	5	0	0	0	0	0	0	0	0	0	0	269	206	0	0	0	0	0	0	0	0	0	0	0	150	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
458	Double Hit	5	458	True	0	0	1	35	90	10	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
459	Roar of Time	5	459	False	15	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
460	Spacial Rend	5	460	False	15	0	2	100	95	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
461	Lunar Dance	5	461	False	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	270	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	True	None	None	Self
462	Crush Grip	5	462	False	0	0	1	1	100	5	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
463	Magma Storm	5	463	False	9	4	2	100	75	5	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountNoSwitch	None	AnyExceptSelf
464	Dark Void	5	464	False	16	1	0	0	50	10	0	0	0	2	0	2	2	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AllAdjacentOpponents
465	Seed Flare	5	465	False	11	6	2	120	85	5	0	0	0	0	0	0	0	0	0	0	271	0	0	0	4	0	0	254	0	0	40	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
466	Ominous Wind	5	466	False	7	7	2	60	100	5	0	0	0	0	10	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
467	Shadow Force	5	467	False	7	0	1	120	100	5	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	140	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
468	Hone Claws	5	468	True	16	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	277	0	0	7	1	6	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
469	Wide Guard	5	469	True	5	11	0	0	101	10	3	0	0	0	0	0	0	0	0	0	278	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	None	None	SideSelf
470	Guard Split	5	470	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
471	Power Split	5	471	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
472	Wonder Room	5	472	True	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	281	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
473	Psyshock	5	473	True	13	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
474	Venoshock	5	474	True	3	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	85	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
475	Autotomize	5	475	True	8	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	284	0	0	7	5	0	0	2	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
476	Rage Powder	5	476	True	6	13	0	0	101	20	2	0	0	0	0	0	0	0	0	0	172	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
477	Telekinesis	5	477	False	13	1	0	0	101	15	0	0	0	65535	0	2	3	3	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	True	TurnCountSwitch	None	AnyExceptSelf
478	Magic Room	5	478	True	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	286	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
479	Smack Down	5	479	True	5	0	1	50	100	15	0	0	0	65535	100	1	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	Permanent	None	AnyExceptSelf
480	Storm Throw	5	480	True	1	0	1	60	100	10	0	0	0	0	0	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
481	Flame Burst	5	481	False	9	0	2	70	100	15	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
482	Sludge Wave	5	482	True	3	4	2	95	100	10	0	0	0	5	10	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
483	Quiver Dance	5	483	True	6	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	290	0	0	7	3	4	5	1	1	1	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	None	None	Self
484	Heavy Slam	5	484	True	8	0	1	1	100	10	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
485	Synchronoise	5	485	False	13	0	2	120	100	10	0	0	0	0	0	0	0	0	0	0	292	0	0	4	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacent
486	Electro Ball	5	486	True	12	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
487	Soak	5	487	True	10	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
488	Flame Charge	5	488	True	9	7	1	50	100	20	0	0	0	0	0	0	0	0	0	0	295	0	0	0	5	0	0	1	0	0	100	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
489	Coil	5	489	True	3	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	322	0	0	7	1	2	6	1	1	1	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
490	Low Sweep	5	490	True	1	6	1	65	100	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	255	0	0	100	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
491	Acid Spray	5	491	True	3	6	2	40	100	20	0	0	0	0	0	0	0	0	0	0	296	0	0	0	4	0	0	254	0	0	100	0	0	70	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
492	Foul Play	5	492	True	16	0	1	95	100	15	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
493	Simple Beam	5	493	True	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
494	Entrainment	5	494	True	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
495	After You	5	495	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	None	None	AnyExceptSelf
496	Round	5	496	True	0	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
497	Echoed Voice	5	497	True	0	0	2	40	100	15	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
498	Chip Away	5	498	False	0	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
499	Clear Smog	5	499	True	3	0	2	50	101	15	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	75	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
500	Stored Power	5	500	True	13	0	2	20	100	10	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
501	Quick Guard	5	501	True	1	11	0	0	101	15	3	0	0	0	0	0	0	0	0	0	306	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	None	None	SideSelf
502	Ally Switch	5	502	True	13	13	0	0	101	15	2	0	0	0	0	0	0	0	0	0	307	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
503	Scald	5	503	True	10	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
504	Shell Smash	5	504	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	308	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
505	Heal Pulse	5	505	True	13	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	309	0	50	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	False	False	False	False	False	True	True	False	False	True	False	True	None	50	AnyExceptSelf
506	Hex	5	506	True	7	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
507	Sky Drop	5	507	False	2	0	1	60	100	10	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	110	True	True	False	True	False	False	True	False	False	True	False	True	False	False	False	False	False	True	None	None	AnyExceptSelf
508	Shift Gear	5	508	True	8	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	312	0	0	7	5	1	0	2	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
509	Circle Throw	5	509	True	1	0	1	60	90	10	250	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
510	Incinerate	5	510	True	9	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	314	0	0	5	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
511	Quash	5	511	True	16	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
512	Acrobatics	5	512	True	2	0	1	55	100	15	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	None	None	AnyExceptSelf
513	Reflect Type	5	513	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
514	Retaliate	5	514	True	0	0	1	70	100	5	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
515	Final Gambit	5	515	True	1	0	2	1	100	5	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
516	Bestow	5	516	False	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	None	None	AnyExceptSelf
517	Inferno	5	517	True	9	4	2	100	50	5	0	0	0	4	100	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
518	Water Pledge	5	518	True	10	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
519	Fire Pledge	5	519	True	9	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
520	Grass Pledge	5	520	True	11	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
521	Volt Switch	5	521	True	12	0	2	70	100	20	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
522	Struggle Bug	5	522	True	6	6	2	50	100	20	0	0	0	0	0	0	0	0	0	0	71	0	0	5	3	0	0	255	0	0	100	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
523	Bulldoze	5	523	True	4	6	1	60	100	20	0	0	0	0	0	0	0	0	0	0	70	0	0	4	5	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AllAdjacent
524	Frost Breath	5	524	True	14	0	2	60	90	10	0	0	0	0	100	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
525	Dragon Tail	5	525	True	15	0	1	60	90	10	250	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
526	Work Up	5	526	True	0	2	0	0	101	30	0	0	0	0	0	0	0	0	0	0	327	0	0	7	1	3	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
527	Electroweb	5	527	True	12	6	2	55	95	15	0	0	0	0	0	0	0	0	0	0	20	0	0	5	5	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
528	Wild Charge	5	528	True	12	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	48	231	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
529	Drill Run	5	529	True	4	0	1	80	95	10	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
530	Dual Chop	5	530	True	15	0	1	40	90	15	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
531	Heart Stamp	5	531	False	13	0	1	60	100	25	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
532	Horn Leech	5	532	True	11	8	1	75	100	10	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	None	None	AnyExceptSelf
533	Sacred Sword	5	533	True	1	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
534	Razor Shell	5	534	True	10	6	1	75	95	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	50	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
535	Heat Crash	5	535	True	9	0	1	1	100	10	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
536	Leaf Tornado	5	536	True	11	6	2	65	90	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	255	0	0	50	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
537	Steamroller	5	537	False	6	0	1	65	100	20	0	0	0	0	0	0	0	0	0	30	150	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
538	Cotton Guard	5	538	True	11	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	328	0	0	7	2	0	0	3	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
539	Night Daze	5	539	True	16	6	2	85	95	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	255	0	0	40	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
540	Psystrike	5	540	True	13	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
541	Tail Slap	5	541	True	0	0	1	25	85	10	0	5	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
542	Hurricane	5	542	True	2	4	2	110	70	10	0	0	0	6	30	2	2	5	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
543	Head Charge	5	543	False	0	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	48	231	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
